Title,Link,Authors,Abstract,Keywords,Date 
Word-formation by phase in Inuit,https://ling.auf.net/lingbuzz/000480/current.pdf?_s=vtZcfzKYqsWBUqDK,"['Compton, Richard', 'Pittman, Christine']","This paper argues that wordhood in the polysythetic Inuit languages is completely predictable from syntactic structure and that words correspond to the phasal spell out domains of CP and DP. This entails that Inuit does not have a discrete morphological component and that individual morphemes are not idiosyncratically specified as affixes. As evidence for our approach, we contrast a variety of free and bound elements, showing that in every case, subparts of words are smaller than the spell out domains and that full words correspond to these domains. We also discuss ""stem"" ellipsis, which we argue is further evidence that the elements which are usually bound in Inuit languages are not truly affixes.","['inuit', 'inuktitut', 'phase', 'polysynthesis', 'word boundaries', 'affixation', 'noun incorporation', 'affixal verbs', 'ellipsis', 'adjective classes', 'adverbs', 'distributed morphology', 'syntax', 'morphology']",2007
A Case Study of Predication,https://ling.auf.net/lingbuzz/000473/current.pdf?_s=z4v3mRh2KGHNwLxf,"['Matushansky, Ora']","Since its inception in the late seventies, Case Theory has mostly concentrated on arguments and structural Case. In this paper I discuss Case assignment to predicates and demonstrate that to account for Case-agreement (as in Latin or Icelandic) and the distribution of predicate Cases, it is necessary to assume that Case features are assigned by a head to its complement and percolate down to relevant terminals. As a result, multiple Case features can be assigned to a single constituent, which permits us also to derive the behavior of predicate Case in languages with multiple predicate cases (Russian, Finnish) on the basis of some standard Distributed Morphology assumptions. I show that this hypothesis is sufficient to account for structural Case assignment and for several other multiple Case assignment phenomena.","['case', 'underspecification', 'vocabulary insertion', 'predicate', 'morphology', 'syntax']",2007
On Comparative Suppletion,https://ling.auf.net/lingbuzz/000443/current.pdf?_s=TkSnZU90VCTqDdRx,"['Bobaljik, Jonathan']","This paper addresses suppletion in the formation of the comparative degree of adjectives and related forms. I set forth to investigate and explain two generalizations concerning the distribution of (root) suppletion in forms that (I argue) are related to the comparative, namely, the superlative degree of adjectives and deadjectival change-of-state verbs. The distribution of suppletion in these forms is shown to be parasitic on suppletion in the comparative adjective. I argue that this is best understood if the superlative adjective and the change of state verb are always derived from the comparative adjective, even where this relation is not morphologically transparent. The paper also briefly considers some theoretical implications of this conclusion for morphology (in particular the formal treatment of suppletion) and semantics (the decomposition of superlatives and change of state verbs). In the course of the investigation, what may be a novel poverty-of-the-stimulus type argument is introduced. Due to the severely limited nature of the relevant data in any given language, the generalizations are not significant language-internally but only when considered from a cross-linguistic perspective. That the patterns (but not the individual forms) are stable cross-linguistically and over time suggests that UG is constrained in such a way that the unattested patterns are impossible. The theory presented here has that effect.",['1150 times'],2007
Prism of Grammar (MIY Press 2007): Extensions,https://ling.auf.net/lingbuzz/000432/current.pdf?_s=rGK8dEcToPPIugRI,"['Roeper, Tom']","""Prism of Grammar"" MIT Press, April 2007  has just been published.  It is a semi-popular book

that focuses on acquisition, dialects, and intellectual responsibility.    It contains new material

on how Merge works, recursion, ellipsis, and the acquisition of quantification.

   Three chapters on passive, sequence of tense, and recursive possessives had to be omitted.

They are now published here.","['passive', 'recursion', 'sequence of tense', 'acquisition', 'morphology', 'syntax', 'semantics']",2007
Linguistic Fieldwork: A Student Guide,https://ling.auf.net/lingbuzz/000442/current.pdf?_s=ZJORqkIL5tvx31X8,"['Everett, Daniel']",This is intended to be a comprehensive guide to field research for people with a solid linguistics background. It is still very much in progress. It is under contract to Cambridge University Press. Comments are welcome. The book should be finalized by August 2007.,"['field research', 'morphology', 'syntax', 'ethics', 'phonology', 'phonology', 'morphology', 'syntax', 'semantics']",2007
Wari' Phrase Structure,https://ling.auf.net/lingbuzz/000438/current.pdf?_s=9jlJsP40fzDvXWfi,"['Everett, Daniel']","Wari', the last viable language of the Chapakuran family of Brazil and Bolivia, manifests a typologically and theoretically interesting construction for expressing intentional states. I refer to this construction as the INTENTIONAL STATE CONSTRUCTION. The special interest of this construction is that it simultaneously manifests properties of both words and clauses, yet seems difficult to subsume under common definitions of Complex Predicates, mixed categories, or within theories of syntax based strictly on endocentricity. It is argued that these constructions are handled straightfowardly by Role and Reference Grammar (Van Valin and LaPolla, 1997), in which they are dominated by a non-projecting node (NUC) heading an exocentric unit, CLAUSE.","[""wari'"", 'predication', 'phrase structure', ""x' theory"", 'morphology', 'syntax']",2007
A templatic approach to gemination in the imperfective stem of Tashlhiyt Berber,https://ling.auf.net/lingbuzz/004416/current.pdf?_s=uNLZrJaOcAnBTkNu,"['Lahrouchi, Mohamed']","Tashlhiyt Berber uses, among other processes, gemination to form the imperfective. Most accounts of this phenomenon make reference to syllabic or prosodic structure. In this paper, I diverge from this trend, claiming that imperfective gemination is better analyzed as a templatic-based phenomenon resulting from morphological activity at the skeletal tier. I will argue for the use in the imperfective of a fixed-shape template over which consonant gemination is realized. Moreover, I will show that tri-, bi- and monoconsonantal verbs share the same template. The sur- face irregularity that bi- and monoconsonantal verbs display is viewed as the consequence of the identification of templatic positions.","['berber', 'tashlhiyt', 'imperfective', 'morphology', 'phonology']",2007
Particle verbs and argument structure,https://ling.auf.net/lingbuzz/001763/current.pdf?_s=3-YREIBD74I572c1,"['Mcintyre, Andrew']",An overview of the argument-structural behaviour of Germanic verb-particle constructions.,"['particle verbs', 'verb particles', 'argument structure', 'semantics', 'morphology', 'syntax']",2007
Verb Meaning and the Lexicon: A First Phase Syntax,https://ling.auf.net/lingbuzz/000307/current.pdf?_s=b-_cCi_nv9j4_zKF,"['Ramchand, Gillian']","This is a monograph exploring an event-decompositional view of the first phase of the syntactic-semantic computation. It contains a decomposition of different verb types in English within the theoretical framework proposed, a chapter on resultatives and path of motion, and a chapter on causatives.  The book has a substantial amount of cross-linguistic data, most notably from Bengali, Hindi/Urdu and Russian.","['verbal decomposition', 'aktionsart', 'event structure', 'argument structure', 'resultatives', 'causatives', 'morphology', 'syntax', 'semantics']",2007
"The bipartite structure of verbs cross-linguistically, or Why Mary can't ""exhibit John her paintings""",https://ling.auf.net/lingbuzz/000435/current.pdf?_s=ya_LcsO8HQwt4ydo,"['Harley, Heidi']","This (draft) paper first reviews the converging morphological, syntactic and semantic evidence that has accrued in the past two decades for the conclusion that the verb phrase is made up of at least two distinct projections. It then goes on to present a (somewhat sanitized) analysis of how this division has led to a structural characterization of Talmy's Generalization concerning the difference between satellite-framed and verb-framed languages with respect to manner of motion construction (parts 1-5). Finally, the failure of dative shift with 'Latinate' ditransitive verbs in English, and the absence of resultative and verb-particle constructions with these verbs, is given a structural analysis within the bipartite verb framework (parts 6-9).","['causatives', 'double object', 'dative shift', 'latinate verbs', 'verb-particle', 'little v', 'morphology', 'syntax', 'semantics']",2007
"Listen to the sound of salience, Multichannel syntax of Q particles",https://ling.auf.net/lingbuzz/004752/current.pdf?_s=EUecTnoE99MGVcw3,"['Jouitteau, Melanie']","I claim that the linguistic message that realizes syntax is multichannel. The syntax-PF interface is the interface of syntax with all the sensorimotor systems available to humans, including, for oral languages, minimal vocalic productions, intonation, hand movement and body gestures. I show that the realization of syntactic structure consists of (i) segmental oral morphemes, (ii) non-segmental oral morphemes (intonation), and (iii) non-oral morphemes (segmental or not; hand movements, upper body gestures and face movements). In particular, the latter predicts the use of non-oral morphemes in oral languages, since the speakers of oral languages have it available in their sensorimotor system. I focus on the CP domain of oral languages, and show that its functional projections can be realized by either (i), (ii) and (iii). The empirical body of this article concentrates on the multichannel Q particles in French, Atlantic French and British English.","['gestures', 'questions', 'polar questions', 'french', 'multichannel syntax', 'intonation', 'morphology', 'syntax', 'phonology']",2007
Syntactically Driven Cyclicity vs. Output-Output Correspondence: The Case of Adjunction in Diminutive Morphology,https://ling.auf.net/lingbuzz/000383/current.pdf?_s=ysGemIAJ4wfOffJF,"['Bachrach, Asaf', 'Wagner, Michael']","This paper presents a unified analysis of two puzzles regarding diminutive formation in Brazilian Portuguese (BP). We claim that the quasi-complementary distribution of the two forms of the diminutive, as well as a number of phonological and morphological differences between diminutive suffixation and the canonical suffixation pattern are due to their syntactic structure. The syntactic account ties together the phonological, morphological and semantic facts  and explains the observed overapplication effects without trans-derivational constraints.","['cyclicity', 'opacity', 'adjunction', 'scope', 'paradigms', 'diminutive', 'output-output correspondence', 'syntax', 'phonology', 'morphology']",2007
Agreement in Icelandic: An Argument for Derivational Theory of Intervention Effects,https://ling.auf.net/lingbuzz/000394/current.pdf?_s=4zcMt-o1l8aAN13p,"['Kucerova, Ivona']","Some recent work has argued from Icelandic agreement patterns that agreement is essentially non-derivational, and involves non-trivial calculations of locality (Chomsky 2001, 2004, 2005; Hiraiwa 2005). Based on new data from Icelandic, I show that the availability of agreement with a Nominative object is in fact restricted by simple locality and has a crucially derivational character. The relevant locality condition must hold at some point in the derivation and is simple in that it does not assume extension or contraction of the relevant probing domain, unlike proposals that explain the apparent optionality of agreement in bi-clausal environments by appealing to optional restructuring {Boeckx 2004, Nomura 2005, Bhatt 2003, Bobaljik2006). More concretely, I argue that Dative intervention effects in Icelandic depend on whether the potential intervener undergoes object shift or it does not. I argue that the locus of agreement is v, whose unvalued phi-features act as a probe. If the potential intervener undergoes object shift, v is free to probe the Nominative object. If object shift is blocked, the intervener is closer to the probing head than the Nominative object and the intervention effect arises.","['agreement', 'dative intervention', 'icelandic', 'object shift', 'nominative assignment', 'morphology', 'syntax']",2007
A Post-Spell-out Explanation of Variation in Reduplication,https://ling.auf.net/lingbuzz/000420/current.pdf?_s=lMWxGGMQcsZprHoi,"['Skinner, Tobin']","In this paper, I present a uniform analysis of several cross-linguistic cases of variable outputs in reduplication, focusing primarily on apparent cases of free variation in reduplicated forms of Tagalog and Ndebele verbs. I claim that the reduplicant in these languages is a Lowering morpheme, and I posit a revised theory of post-syntactic Lowering in which multiple levels within a complex head may be targeted as landing sites for a lowering head (cf. Embick and Noyer 2001). This potential variation in post-syntactic hierarchical structure gives rise to the observed surface variations, when combined with a prosodic template model of reduplication (Marantz 1982) and a cyclic view of Vocabulary Insertion under Distributed Morphology (Halle and Marantz 1993). Furthermore, I illustrate in detail how both syntactic limitations and phonological output constraints (i.e. Optimality Theory, Prince and Smolensky 2004) work together to preclude ungrammatical constructions. In addition, I investigate the interaction of narrow syntactic phase constraints and post-syntactic transformations.","['reduplication', 'optionality', 'lowering', 'post-syntactic', 'phases', 'syntax', 'phonology', 'morphology']",2007
Case alternations and the Icelandic passive and middle,https://ling.auf.net/lingbuzz/000124/current.pdf?_s=z3wHVr9Htmnmyu2S,"['Svenonius, Peter']","In Icelandic, accusative case is lost under passivization, but dative is retained. However, a simple distinction between ""inherent"" dative and ""structural"" accusative cannot capture the full range of facts. For one thing, middles, inchoatives, and adjectival passives of dative-taking verbs lose dative, with their thematic argument showing up as a nominative subject, in contrast to the passives. For another thing, there are verbs in Icelandic which take accusative subjects, but no accusative objects remain accusative under passive promotion; this applies even to causative-inchoative pairs in which the inchoative has an accusative subject, providing a minimal pair with the passive of the causative and its nominative subject. I propose an analysis in which both accusative and dative are structural, but dative is assigned lower in the VP than accusative. The middle, which is equally low, disrupts dative assignment, but the passive, which is higher, cannot.","['passive', 'case', 'icelandic', 'accusative', 'dative', 'deadjectival verb', 'morphology', 'syntax']",2006
"MiniJudge: Software for ""minimalist"" experimental syntax",https://ling.auf.net/lingbuzz/000355/current.pdf?_s=WU_LL1IDDynGo9yv,"['Myers, James']","MiniJudge (http://www.ccunix.ccu.edu.tw/~lngproc/MiniJudge.htm) is free online open-source software to help theoretical syntacticians collect and analyze native-speaker acceptability judgments in a way that combines the speed and ease of traditional introspective methods with the power and statistical validity afforded by rigorous experimental protocols. This paper shows why MiniJudge is useful, what it feels like to use it, and how it works.","['experimental syntax', 'acceptability judgments', 'syntax', 'morphology', 'chinese', 'syntax']",2006
Why Phi?,https://ling.auf.net/lingbuzz/000385/current.pdf?_s=9iclhtk7RF1l_jNv,"['Adger, David', 'Harbour, Daniel']","This is the introduction to a collection of papers on Phi features in morphology, syntax and semantics. It provides a brief synoptic overview of how phi-features have been treated in these various domains of grammar, and what connections can be made between these treatments.","['phi-features', 'interfaces', 'morphology', 'syntax', 'semantics']",2006
Spanish pseudoplurals: phonological cues in the acquisition of a syntax-morphology mismatch,https://ling.auf.net/lingbuzz/000309/current.pdf?_s=dxcflf2YoInOsf2J,"['Bermudez-Otero, Ricardo']","Spanish has two types of nouns with homophonous singular and plural forms ending in /s/. In pseudoplural nouns like _Carl-o-s_, the number contrast is neutralized in the morphology: the syntactically singular form contains the plural marker /-s/. In athematic nouns like _virus_, the number contrast is neutralized in the phonology through a process of degemination. The distinction between pseudoplural and athematic nouns manifests itself only under stem-based evaluative suffixation: e.g. augmentative _Carl-ot-e_ vs _virus-ot-e_. However, children are almost never exposed to these crucial forms, which have vanishingly low token frequencies; instead, learners of Spanish acquire the pseudoplural/athematic distinction on the basis of language-particular parsing preferences motivated by morphological and phonological properties of the Spanish lexicon. The emergence of the Spanish pseudoplural nouns shows that, during language acquisition, the phonological properties of words can trigger syntax-morphology mismatches. This finding has significant implications for the syntax-morphology interface.","['syntax-morphology mismatch', 'deponency', 'defectiveness', 'ineffability', 'pseudoplural', 'athematic', 'root', 'stem', 'stem formative', 'theme vowel', 'infix', 'learnability', 'underdetermination', 'phonotactics', 'variation', 'corpus', 'google', 'phonology', 'morphology']",2006
A Note on Derivational Morphology,https://ling.auf.net/lingbuzz/004119/current.pdf?_s=Ba8e5kjm273swm5V,"['Collins, Chris']",This paper argues that derivational suffixes are verbal arguments.,"['derivational suffix', 'morphology', 'syntax']",2006
Minimize Exponence:  Economy Effects on the Morphosyntactic Component of the Grammar,https://ling.auf.net/lingbuzz/000514/current.pdf?_s=1DA5NbuDYe9ALtsn,"['Siddiqi, Daniel']","Working within the morphosyntactic framework of Distributed Morphology (DM, Halle and Marantz 1993, 1994) within the Minimalist Program (Chomsky 1995), this dissertation proposes a new economy constraint on the grammar, MINIMIZE EXPONENCE, which selects the derivation that realizes all its interpretable features with the fewest morphemes.  The purpose of this proposal is to capture the conflicting needs of the grammar to be both maximally contrastive and maximally efficient.  

	I show that the constraint MINIMIZE EXPONENCE has a number of effects on analyses of morphosyntactic phenomena.  I propose that, in order to satisfy MINIMIZE EXPONENCE, the roots in a derivation fuse with the functional heads projected above them, resulting in a simplex head that contains both a root and interpretable features.  Following the tenets of DM, this head is now a target for the process of Vocabulary insertion.  Since the target node contains both content and functional information, so too can Vocabulary Items (VIs) be specified for both types of information.  This allows VIs such as eat and ate to compete with each other.  This competition of forms linked to the same root allows for a new model of root allomorphy within the framework of DM.  In this model of root allomorphy, following proposals by Pfau (2000), VIs that realize roots participate in competition in the same was as do VIs that realize abstract morphemes.  Since root VIs are participating in competition and are specified for both content and formal features, the need for licensing through secondary exponence as proposed by Harley and Noyer (2000) is removed from the framework.  Further, since eat and ate in this model are different VIs with different specifications that compete with each other for insertion, this model of root allomorphy also eliminates the need for readjustment rules as proposed by Halle and Marantz (1993, 1994) and elaborated on by Marantz (1997).  This new model of root allomorphy allows for an account of the blocking of regular inflection in English nominal compounds (e.g. *rats-catcher), which was problematic for theorists working with DM, given the tenets of the framework.

I also show that the fusion of roots and functional elements driven by MINIMIZE EXPONENCE allows for a new account of subcategorization.  The model of subcategorization presented here falls out of the following facts:  1) arguments are introduced by functional heads; 2) those heads fuse with the root they are projected above, resulting in the node containing both the root and the features of the functional heads; 3) since the root now contains both the root and the formal features, the corresponding VI can be specified for both; 4) VIs that realize roots can also be specified for compatibility or incompatibility of the features of the functional heads that license argument structure.  The result here is an underspecification model of subcategorization that predicts a number of behaviors of verbs with respect to their argument structure that it is difficult for a full specification model to account for.  Those include polysemy (I ran the ball to Mary) and structural coercion (I thought the book to Mary).","['dm', 'stem allomorphy', 'subcategorization', 'feature blocking', 'morphology', 'syntax']",2006
Argument realization in (mostly Hebrew) existentials,https://ling.auf.net/lingbuzz/001267/current.pdf?_s=Ks_m-SxB-6gWFBnl,"['Francez, Itamar']","This paper discusses the morphosyntactic properties exhibited by existential pivots such as 'a war' in (1)

(1)    There was a war all summer.

In various languages such NPs do not follow general patterns of argument realization. The paper argues that they do not do so because they are not arguments, but rather the main predicates of their constructions. A compositional semantics for existential constructions is provided which builds on but differs from the analysis of Barwise and Cooper 1981, and in which pivots are predicates of domains. This analysis is argued to provide a better understanding of the morphosyntax of existential constructions than analyses based on small clauses or on unaccusativity.","['existentials', 'case', 'agreement', 'argument realization', 'predication', 'presentational sentences', 'unaccusativity', 'semantics', 'morphology', 'syntax']",2006
On the causative construction,https://ling.auf.net/lingbuzz/000433/current.pdf?_s=WY3vjDQP0wyFtKFg,"['Harley, Heidi']","The Japanese causative represents in a very pure form the problem of the morphology/syntax interface. Its three subtypes have attracted more attention and inspired more theoretical proposals than almost any other construction in the language. Analyses of the causative have had a major influence on many foundational aspects of syntactic theory, including control, case marking, clause structure, theta-theory and argument structure, and the morphology-syntax interface. In this paper, I focus on just one aspect of the causative puzzle: In what component of the grammar are the various causatives constructed? It turns out that the answers to many of the other syntactic questions posed by causatives depend on the theoretical choices made in answering this one. The paper opens with a review of the differing implications of lexicalist and non-lexicalist analyses for the architecture of a linguistic model, and then develops the arguments of Miyagawa 1994, 1998 for a unified, Late Insertion treatment of the 'lexical' and productive variants of the causative within the syntax. The domain of attachment of the causative morpheme is argued to determine whether its interpretation must be compositional or may be idiomatic, and whether it exhibits stem-conditioned allomorphy or not.","['japanese', 'causatives', 'lexicalism', 'distributed morphology', 'blocking', 'morphology', 'syntax']",2006
Contrastive Specification of Person on Syntactic Arguments,https://ling.auf.net/lingbuzz/000167/current.pdf?_s=8LicTYOAsdO3Rh93,"['Nevins, Andrew']","In modeling the effects of the Person-Case Constraint (PCC), a common claim is that 3rd person ``is not a person"". However, while this claim does work in the syntax, it creates problems in the morphology. For example, characterizing the well-known ``spurious \textit{se} effect"" in Spanish simply cannot be done without reference to 3rd person. Inspired by alternatives to underspecification that have emerged in phonology (e.g. Calabrese 1995), a revised featural system is proposed, whereby syntactic agreement may be relativized to certain values of a feature, in particular, the contrastive and marked values. The range of variation in PCC effects is shown to emerge as a consequence of the parametric options allowed on a Probing head, whereas the representation of person remains constant across modules of the grammar and across languages.","['third person', 'spurious se', 'person case constraint', 'me lui', 'multiple agree', 'person features', 'morphology', 'syntax']",2006
The syntax of Swedish present participles - the lexical category problem,https://ling.auf.net/lingbuzz/000282/current.pdf?_s=9BdgcbSQ7wOLOXOy,"['Thurén, Camilla']","In this paper, we suggest that the properties of Swedish present participles can be accounted for if we take a syntactic approach to lexical categories in the lines of Distributed Morphology. We depart from the fact that Swedish words ending in -ande/-ende have the same denotation whether they appear attributively, predicatively, or nominally. Syntactically however, -ande/-ende-derivations appear in a multitude of functions. This suggests that the underlying syntactic structure of what appears to be the same form may differ. We argue in terms of Distributed Morphology for two Swedish present participles, one nominal ending on -ande/-ende and one true adjective ending in -ande/-ende, where  ande/-ende for the present participle cases denote imperfectivity and are licensed by an Asp head. For true adjectives, -ande/-ende are reanalysed as adjectival morphemes that denote property and are licensed by a categorial head a.","['swedish present participles', 'imperfectivity', 'lexical category', 'morphology']",2006
The Syntax and Syncretisms of the Person Case Constraint,https://ling.auf.net/lingbuzz/000297/current.pdf?_s=j_jLL7GoWfT3MhIn,"['Adger, David', 'Harbour, Daniel']","The Person Case Constraint is frequently concomitant with Case Syncretism. We provide a

syntax-driven account of both phenomena that relies on the dual role that phi features play in selecting

and in Case licensing argument DPs. The account differs from other syntactic approaches

to the PCC in the role it affords the applicative head in the Case system and in the attention it pays

to the syntactic structures that feed morphology and therefore induce syncretism.



(NB an earlier version of this paper appeared in MITWPL. This revised version improves on the theoretical approach in a number of respects in section 5)","['agreement', 'features', 'morphology-syntax interface', 'kiowa', 'romance', 'morphology', 'syntax']",2006
Morphological structure and phonological domains in Spanish denominal derivation,https://ling.auf.net/lingbuzz/000179/current.pdf?_s=I2gX0lx91a-w-wux,"['Bermudez-Otero, Ricardo']","In Spanish denominal derivation, the stem formative of the base typically disappears before the derivational suffix: e.g. man-o 'hand', man-az-a 'hand.AUG', *man-o-az-a. This pattern can be analysed in two ways: as driven by a morphotactic restriction, or as created by a morphophonological process of stem-final vowel deletion. James Harris and his followers have consistently assumed the former. Stratal OT, however, requires the latter, for otherwise the interaction between diphthongization and depalatalization gives rise to a stratification paradox. Independent morphological evidence provides support for stem-final vowel deletion. Stratal OT emerges from this trial as an empirically adequate, highly restrictive, and heuristically powerful model of grammar.","['stratal optimality theory', 'morphophonology', 'phonological domain', 'derivation', 'stem', 'inflection class', 'syntax-morphology mismatch', 'diminutive', 'infix']",2006
Default case and the status of compound categories in Distributed Morphology,https://ling.auf.net/lingbuzz/000323/current.pdf?_s=0566loWloevFxpJr,"['McFadden, Thomas']","This paper is concerned with theoretical and empirical issues in the

definition and treatment of morphological categories.  Considering the

decomposition of privative categories into bundles of binary features,

I discuss what work the latter should be expected to do.  I

propose a fairly literal interpretation of these component binary

features and argue that we should take their independence from one

another more seriously.  I then show that this provides us with

the means to deal nicely with default categories, in particular the

phenomenon known as default case.","['dm', 'distributed morphology', 'case', 'default case', 'underspecification', 'syncretism', 'morphological categories', 'german', 'icelandic', 'morphology', 'syntax']",2006
Three domains of finiteness: a Minimalist perspective,https://ling.auf.net/lingbuzz/000296/current.pdf?_s=6GN_pzvE1q-Ro68D,"['Adger, David']","This paper examines the role that the traditional notion of finiteness has played in analyses of clause structure and argument licensing in the development the Minimalist Program. I focus on three broad domains: the upper, middle and lower areas of clause structure which roughly correspond to the A-bar, A, and theta-positions of Government and Binding theory, and their corresponding heads, C, T and V. Following the general format of this volume, the initial sections are intended as a (selective) reading of recent work on this topic, and I use and extend the conclusions from this in the final section. 

I argue that the 'semantics' of finiteness should be divorced from subject licensing, and show that tense and agreement features are independently responsible for subject licensing, and the effects of this can be seen when the C layer is removed, truncating the clause at TP.   I provide a particularly radical case of this kind of truncation in Gaelic, where the clause can be truncated at the VP level. In this case too, though, subjects can be licensed in a way that depends on the formal features T and Agr. This strongly argues for divorcing subject licensing from the interpretable feature [finite]. 



I argue, in line with expectations, that there is no clear mapping from the traditional notion of finiteness to the categories of formal grammar. There are phenomena, and there are attempted explanations of those phenomena which are embedded within a theoretical system. Typically the terms in which the explanation is couched will be far removed from the terms in which the original phenomenon was described, and I believe this is the case for finiteness.","['finiteness', 'control', 'gaelic', 'case', 'subect licensing', 'syntax', 'semantics', 'morphology']",2006
Obliteration vs. Impoverishment in the Basque g-/z- Constraint,https://ling.auf.net/lingbuzz/000280/current.pdf?_s=shQDljXzERkab7Ds,"['Arregi, Karlos', 'Nevins, Andrew']","This paper examines the *you-us and *we-you agreement restriction (grouped

together here under the label g-/z- constraint here, due to its morphological

exponents), a Person-Case effect that is found throughout Bizkaian Basque.

We motivate the g-/z- constraint as a dissimilation rule involving adjacent

[+Participant] features, and consider the role of morphological markedness

as a trigger of postsyntactic feature deletion rules. The g-/z restriction shows

a great deal of microvariation in the repair it triggers; we examine six dialects.

Understanding these phenomena requires a distinction between two postsyntactic

and pre-spellout operations: impoverishment, which deletes the features

at a node (e.g. deletes [+Participant] on an ergative agreement morpheme),

and obliteration, which deletes an entire morpheme (e.g. deletes ergative

agreement), with concomitant effects on the allomorphy of other terminals.","['basque', 'impoverishment', 'obliteration', 'person features', 'distributed morphology', 'dissimilation', 'morphology']",2006
Towards Empowering Indian Sign Language,https://ling.auf.net/lingbuzz/002058/current.pdf?_s=ityXNdZfuLznjka5,"['Sinha, Samar']","The cumulative philosophical, historical, social discrimination that the Indian Deaf community has passively resisted has resulted in the suppression of Indian Sign Language (henceforth, ISL), which has further violated their right to education through mother tongue, a violation of linguistic human rights. Consequently, linguistic violation has become a hindrance in empowering Deaf community in India. The proposed paper aims at highlighting the problems faced in the efforts towards a recognition of the linguistic human rights of the Indian Deaf people in empowering ISL and how linguistics can supplement in solving these issues. Finally, the paper calls to the linguist’s community to address the contemporary problems regarding ISL by translating problems into prospects and in maintaining linguistic rights and ecology, to which scholarly analysts are accountable.",['891 times'],2006
Phi-Agree and theta-related Case,https://ling.auf.net/lingbuzz/000303/current.pdf?_s=OB6zknfKCXAHbjqc,"['Rezac, Milan']","The paper examines Basque dialects that differ in transparency of theta-related datives to clausal ""absolutive-type"" (v) phi-Agree, normally controlled by the structural absolutive (and ergative). Treating the dative as a PP, and thus a phase, explains its normal opacity to external Agree. A phi-probe on the P head of the shell that Agrees with its complement DP renders the latter's phi-features visible to the outside, selectively according to the feature-geometric articulation of the probe. A minimal version of such a probe results in ""quirky"" case, a theta-related case that is visible to phi-Agree only as 3rd person. The dialects where the dative controls clausal phi-Agree support the hypothesis that theme licensing in double object constructions in such languages involves a second number/gender probe on Appl.",['1150 times'],2006
An ERP study of Feature-Matching in Hindi Verb Agreement,https://ling.auf.net/lingbuzz/000249/current.pdf?_s=Z5OQgXbAonNOllMK,"['Nevins, Andrew', 'Dillon, Brian', 'Phillips, Colin']","This article presents an event-related potentials (ERP) study of Hindi that investigates

whether electrophysiological responses to syntactic agreement violations vary as a

function of the type and number of incorrect agreement features. Hindi is well suited to

investigation of this issue, since verbs in Hindi mark agreement with the person, number,

and gender features of the subject noun phrase. Evoked responses were recorded for

visually presented verbs appearing at the end of a sentence-initial adverbial clause,

comparing responses in a grammatically correct condition with four grammatically

incorrect conditions that mismatched the correct agreement on different dimensions

(gender, number, gender+number, person+gender). A P600 response was elicited in all

grammatically incorrect conditions. No amplitude differences were found among the

gender, number, and gender+number conditions. This suggests that the degree of overlap

between observed and expected word forms at the morphosyntactic level does not impact

ERP responses, contrasting with findings at the semantic level (Federmeier & Kutas,

1999) and in auditory processing (Paavilainen et al., 2001). A significantly larger P600

response was elicited in the person+gender condition, an effect that is attributed to the

greater salience of the person feature in multiple levels of representation.","['event-related potentials', 'sentence processing', 'agreement', 'p600', 'hindi', 'morphology']",2006
Combinatorial Variation,https://ling.auf.net/lingbuzz/000080/current.pdf?_s=snfVEx3FrnKlhRqQ,"['Adger, David']","This paper addresses the question of intrapersonal/intradialectal syntactic variation and argues that it is not (solely) a result of multiple spellouots of structures, but rather may arise because of the way that lexical items combine in the syntactic computation. The system predicts not just the possibility of variability, but also patterns of variability and categoricality, and furthermore, frequencies of variants in the output.","['syntactic varation', 'underspecification', 'features', 'evaluation metric', 'morphology', 'syntax']",2006
Valence and Atomic Number,https://ling.auf.net/lingbuzz/000241/current.pdf?_s=Rb96aaX9ugH0mJnO,"['Harbour, Daniel']","A key question to have emerged from the recent flurry of activity on number and related phi subsystems is whether such features are bivalent or privative.  The crucial difference is that bivalence permits a three-way contrast (0/[-F]/[+F]), whereas privativity, only a two-way one ([-F]/[+F] or 0/[F]).  The semantic basis and morphosyntactic reflexes of Kiowa-Tanoan noun classification are perspicuously captured in a system with three bivalent number features: [-/+singular], [-/+augmented], [-/+group].  Privative analyses of the same facts require, inter alia, features without semantic motivation, syntactic mechanisms that violate Inclusivity, and feature annotation reminiscent of bivalence.  The semantic atoms of number are, therefore, bivalent.","['bivalent', 'dual', 'features', 'inverse', 'noun classes', 'number', 'plural', 'privative', 'singular', 'jemez', 'kiowa', 'kiowa-tanoan', 'morphology', 'semantics']",2006
1...3-2,https://ling.auf.net/lingbuzz/000200/current.pdf?_s=ISwpKLlPZkODCCvO,"['Svenonius, Peter']","Traditionally, three movement types have been recognized: A, A-bar, and head movement. Recent developments challenge this picture, however. In this paper I examine cases of roll-up movement, and suggest that some of the properties of this movement type can be understood in terms of cluster formation. I suggest that this partly clears up the relationship between morphology and syntax, and that some remnant movement might be understood in these terms as well.","['roll-up', 'snowball', 'remnant', 'morphology', 'morphology-syntax interface', 'movement', 'a', 'a-bar', 'word order', 'morphology', 'syntax']",2006
